Handling,CIVMID,ctb_ID,BadeaID,OldBadeaID,Specimens ID,Genotype,Sex,Lifestyle,Diet,Weight,DOB,Perfusion,Age_Months,Age_Imaging,Age_Years,Age_Handling,AgeExVivoMRI,Bruker_folder,ARunno,Second_Bruker_folder,Second_ARunno,SAMBA Brunno,DWI,GRE,T1,T2,Notes,Remark,Mn2Cl pump,fMRI,invivoDWI,Cardiac_ID,MicroCT_ID,Femur_Scan,Cohort_ID,NameGroup,Source,Cage#,GLP_1Start,GLP_1End,Age_End,Age_Months_current,Years,Days,Age_Months_Start,Ear_Marks,Group,Unnamed: 18,Unnamed: 19
221128_9,221128_9,,221128_9,221128_9,,APOE22,male,Exercise,Control,31.0,5/5/2022,10/27/2023,18.0,19.0,1.5,6.9,,221128_9_apoe_18abb11,A22112809,,,,,,,,,6 month control cohort,0.0,,,230926_5,,,December2022cohort,,In House,,,,,,,,,,,,
221129_1,221129_1,,221129_1,221129_1,,APOE33,male,Sedentary,HFD,50.0,10/16/2021,11/29/2022,13.63333333,14.0,1.136111111,13.63333333,,,,,,,,,,,,RNA,0.0,,,221111_6,,,RNA Brain punches samples collection,90,,,,,,,,,,,,,
221129_2,221129_2,,221129_2,221129_2,,APOE33,male,Sedentary,HFD,46.0,10/16/2021,11/29/2022,13.63333333,14.0,1.136111111,13.63333333,,,,,,,,,,,,RNA,0.0,,,221111_7,,,RNA Brain punches samples collection,91,,,,,,,,,,,,,
221129_3,221129_3,,221129_3,221129_3,,APOE33,male,Sedentary,HFD,46.0,10/16/2021,11/29/2022,13.63333333,14.0,1.136111111,13.63333333,,,,,,,,,,,,RNA,0.0,,,221111_8,,,RNA Brain punches samples collection,92,,,,,,,,,,,,,
221129_4,221129_4,,221129_4,221129_4,,APOE33,male,Sedentary,HFD,46.0,10/16/2021,11/29/2022,13.63333333,14.0,1.136111111,13.63333333,,,,,,,,,,,,frozen the whole brain,0.0,,,221111_9,,,RNA Brain punches samples collection,93,,,,,,,,,,,,,
221130_1,221130_1,,221130_1,221130_1,,APOE33HN,female,Sedentary,HFD,32.0,10/28/2021,11/30/2022,12.36666667,12.0,1.030555556,12.36666667,,,,,,,,,,,,RNA,0.0,,,,,,RNA Brain punches samples collection,34,,,,,,,,,,,,,
221130_2,221130_2,,221130_2,221130_2,,APOE33HN,female,Sedentary,HFD,29.0,10/28/2021,11/30/2022,12.36666667,12.0,1.030555556,12.36666667,,,,,,,,,,,,RNA,0.0,,,,,,RNA Brain punches samples collection,35,,,,,,,,,,,,,
221130_3,221130_3,,221130_3,221130_3,,APOE33HN,female,Sedentary,HFD,33.0,10/28/2021,11/30/2022,12.36666667,12.0,1.030555556,12.36666667,,,,,,,,,,,,RNA,0.0,,,,,,RNA Brain punches samples collection,36,,,,,,,,,,,,,
221130_4,221130_4,,221130_4,221130_4,,APOE33HN,female,Sedentary,HFD,28.0,10/28/2021,11/30/2022,12.36666667,12.0,1.030555556,12.36666667,,,,,,,,,,,,frozen the whole brain,0.0,,,,,,RNA Brain punches samples collection,37,,,,,,,,,,,,,
230117_1,230117_1,,230117_1,230117_1,230117_1,APOE44HN,male,Sedentary,HFD,50.0,5/25/2021,2/22/2023,21.26666667,21.0,1.741666667,20.06666667,,230117_1,A23011701,,,,,,,,,,1.0,,,,,,January2023cohort,,,,,,,,,,,,,,
230117_10,230117_10,,230117_10,230117_10,230117_10,APOE22,male,Sedentary,HFD,36.0,6/2/2021,2/22/2023,21.03333333,21.0,1.725,19.8,,230117_10,A23011710,,,,,,,,,Died during In vivo imaging,1.0,,,,,,January2023cohort,,,,,,,,,,,,,,
230117_11,230117_11,,230117_11,230117_11,,APOE44,male,Sedentary,Control,31.0,6/4/2022,11/6/2023,17.33333333,17.0,1.444444444,7.566666667,,230117_11,A23011711,,,,,,,,,6 month control cohort,0.0,,,,,,January2023cohort,,,,,,,,,,,,,,
230117_12,230117_12,,230117_12,230117_12,,APOE44,male,Sedentary,Control,32.0,6/4/2022,11/6/2023,17.33333333,17.0,1.444444444,7.566666667,,230117_12_apoeb,A23011712,,,,,,,,,6 month control cohort,0.0,,,,,,January2023cohort,,,,,,,,,,,,,,
230117_13,230117_13,,230117_13,230117_13,,APOE44,male,Sedentary,Control,30.0,6/4/2022,11/6/2023,17.33333333,17.0,1.444444444,7.566666667,,230117_13,A23011713,,,,,,,,,6 month control cohort,0.0,,,,,,January2023cohort,,,,,,,,,,,,,,
230117_14,230117_14,,230117_14,230117_14,,APOE44,female,Sedentary,Control,28.0,6/4/2022,11/2/2023,17.2,17.0,1.433333333,7.566666667,,230117_14,A23011714,,,,,,,,,6 month control cohort,0.0,,,,,,January2023cohort,,,,,,,,,,,,,,
230117_15,230117_15,,230117_15,230117_15,,APOE44,female,Sedentary,Control,25.0,6/4/2022,11/2/2023,17.2,17.0,1.433333333,7.566666667,,230117_15,A23011715,,,,,,,,,6 month control cohort,0.0,,,,,,January2023cohort,,,,,,,,,,,,,,
230117_16,230117_16,,230117_16,230117_16,,APOE44,female,Sedentary,Control,25.0,6/4/2022,11/2/2023,17.2,17.0,1.433333333,7.566666667,,221128_16,A23011716,,,,,,,,,6 month control cohort,0.0,,,,,,January2023cohort,,,,,,,,,,,,,,
230117_17,230117_17,,230117_17,230117_17,,APOE44,female,Sedentary,Control,30.0,6/4/2022,11/2/2023,17.2,17.0,1.433333333,7.566666667,,230117_17,A23011717,,,,,,,,,6 month control cohort,0.0,,,,,,January2023cohort,,,,,,,,,,,,,,
230117_18,230117_18,,230117_18,230117_18,,APOE44,female,Sedentary,Control,27.0,6/4/2022,11/2/2023,17.2,17.0,1.433333333,7.566666667,,230117_18,A23011718,,,,,,,,,6 month control cohort,0.0,,,,,,January2023cohort,,,,,,,,,,,,,,
230117_19,230117_19,,230117_19,230117_19,230117_19,APOE44,male,Sedentary,Control,32.0,11/12/2021,2/22/2023,15.56666667,16.0,1.277777778,14.36666667,,230117_19,A23011719,,,,,,,,,,1.0,,,221130_9,,,January2023cohort,,,,,,,,,,,,,,
230117_2,230117_2,,230117_2,230117_2,230117_2,APOE44HN,male,Sedentary,HFD,47.0,5/25/2021,2/22/2023,21.26666667,21.0,1.741666667,20.06666667,,230117_2,A23011702,,,,,,,,,,1.0,,,,,,January2023cohort,,,,,,,,,,,,,,
230117_20,230117_20,,230117_20,230117_20,230117_20,APOE44,female,Sedentary,Control,32.0,11/12/2021,2/22/2023,15.56666667,16.0,1.277777778,14.36666667,,230117_20,A23011720,,,,,,,,,Died during In vivo imaging,1.0,,,,,,January2023cohort,,,,,,,,,,,,,,
230117_3,230117_3,,230117_3,230117_3,230117_3,APOE44HN,male,Sedentary,HFD,45.0,5/25/2021,2/21/2023,21.26666667,21.0,1.741666667,20.06666667,,230117_3,A23011703,,,,,,,,,Died during In vivo imaging,1.0,,,,,,January2023cohort,,,,,,,,,,,,,,
230117_4,230117_4,,230117_4,230117_4,230117_4,APOE44HN,male,Sedentary,HFD,35.0,5/25/2021,2/22/2023,21.26666667,21.0,1.741666667,20.06666667,,230117_4,A23011704,,,,,,,,,,1.0,,,,,,January2023cohort,,,,,,,,,,,,,,
230117_5,230117_5,,230117_5,230117_5,230117_5,APOE44HN,female,Sedentary,HFD,38.0,5/25/2021,2/22/2023,21.26666667,21.0,1.741666667,20.06666667,,230117_5,A23011705,,,,,,,,,,1.0,,,,,,January2023cohort,,,,,,,,,,,,,,
230117_6,230117_6,,230117_6,230117_6,230117_6,APOE44HN,female,Sedentary,HFD,50.0,5/25/2021,2/21/2023,21.26666667,21.0,1.741666667,20.06666667,,230117_6,A23011706,,,,,,,,,Died during In vivo imaging,1.0,,,220801_3,,,January2023cohort,,,,,,,,,,,,,,
230117_7,230117_7,,230117_7,230117_7,230117_7,APOE22,male,Sedentary,HFD,37.0,6/2/2021,2/23/2023,21.03333333,21.0,1.725,19.8,,230117_7_2_APOE,A23011707,,,,,,,,,,1.0,,,,,,January2023cohort,,,,,,,,,,,,,,
230117_8,230117_8,,230117_8,230117_8,230117_8,APOE22,male,Sedentary,HFD,42.0,6/2/2021,2/23/2023,21.03333333,21.0,1.725,19.8,,230117_8,A23011708,,,,,,,,,,1.0,,,,,,January2023cohort,,,,,,,,,,,,,,
230117_9,230117_9,,230117_9,230117_9,230117_9,APOE22,male,Sedentary,HFD,35.0,6/2/2021,2/23/2023,21.03333333,21.0,1.725,19.8,,230117_9,A23011709,,,,,,,,,,1.0,,,,,,January2023cohort,,,,,,,,,,,,,,
230213_1,230213_1,,230213_1,230213_1,,APOE22,male,Sedentary,Control,31.0,7/20/2022,2/29/2024,19.63333333,20.0,1.636111111,6.933333333,,230213_1,A23021301,,,,,,,,,6 month control cohort,0.0,,,230213_1,,,February2023cohort,,,,,,,,,,,,,,
230213_10,230213_30,,230213_10,230213_10,230213_30,APOE33HN,male,Sedentary,Control,29.0,8/14/2022,3/23/2023,7.633333333,8.0,0.6305555556,6.1,,230213_10_APOE,A23021330,,,,,,,,,6 month cohort/In vivo image on 3.22.23,0.0,,,,,,February2023cohort,,,,,,,,,,,,,,
230213_11,230213_21,,230213_11,230213_11,230213_21,KO,female,Sedentary,Control,26.0,1/1/2022,3/23/2023,15.13333333,15.0,1.25,13.6,,230213_11_apoe,A23021321,,,,,,,,,,1.0,,,230213_11,,,February2023cohort,,,,,,,,,,,,,,
230213_12,230213_22,,230213_12,230213_12,230213_22,KO,female,Sedentary,Control,23.0,1/1/2022,3/23/2023,15.13333333,15.0,1.25,13.6,,230213_12_APOE,A23021322,,,,,,,,,,1.0,,,230213_12,,,February2023cohort,,,,,,,,,,,,,,
230213_13,230213_23,,230213_13,230213_13,230213_23,KO,female,Sedentary,Control,23.0,1/1/2022,3/23/2023,15.13333333,15.0,1.25,13.6,,230213_13_APOE,A23021323,,,,,,,,,,1.0,,,230213_13,,,February2023cohort,,,,,,,,,,,,,,
230213_14,230213_24,,230213_14,230213_14,230213_24,KO,female,Sedentary,Control,25.0,1/11/2022,3/23/2023,14.8,15.0,1.222222222,13.26666667,,230213_14_APOE,A23021324,,,,,,,,,,1.0,,,,,,February2023cohort,,,,,,,,,,,,,,
230213_15,230213_25,,230213_15,230213_15,230213_25,KO,male,Sedentary,Control,32.0,1/18/2022,3/23/2023,14.56666667,15.0,1.202777778,13.03333333,,230213_15_APOE,A23021325,,,,,,,,,,1.0,,,,,,February2023cohort,,,,,,,,,,,,,,
230213_16,230213_26,,230213_16,230213_16,230213_26,KO,male,Sedentary,Control,31.0,11/27/2021,3/23/2023,16.3,16.0,1.344444444,14.76666667,,230213_16_APOE,A23021326,,,,,,,,,,1.0,,,230213_16,,,February2023cohort,,,,,,,,,,,,,,
230213_17,230213_27,,230213_17,230213_17,230213_27,KO,male,Sedentary,Control,30.0,11/27/2021,3/23/2023,16.3,16.0,1.344444444,14.76666667,,230213_17_APOE,A23021327,,,,,,,,,,1.0,,,230213_17,,,February2023cohort,,,,,,,,,,,,,,
230213_18,230213_28,,230213_18,230213_18,230213_28,KO,male,Sedentary,Control,32.0,11/27/2021,3/23/2023,16.3,16.0,1.344444444,14.76666667,,230213_18_apoe,A23021328,,,,,,,,,,1.0,,,230213_18,,,February2023cohort,,,,,,,,,,,,,,
230213_19,230213_31,,230213_19,230213_19,230213_31,KO,female,Sedentary,Control,29.0,1/18/2022,3/23/2023,14.56666667,15.0,1.202777778,13.03333333,,230213_19_APOE,A23021331,,,,,,,,,,1.0,,,,,,February2023cohort,,,,,,,,,,,,,,
230213_2,230213_2,,230213_2,230213_2,,APOE22,male,Sedentary,Control,27.0,7/20/2022,2/29/2024,19.63333333,20.0,1.636111111,6.933333333,,230213_2,A23021302,,,,,,,,,6 month control cohort,0.0,,,230213_2,,,February2023cohort,,,,,,,,,,,,,,
230213_20,230213_32,,230213_20,230213_20,230213_32,KO,female,Sedentary,Control,28.0,1/18/2022,3/23/2023,14.56666667,15.0,1.202777778,13.03333333,,230213_20_APOE,A23021332,,,,,,,,,,1.0,,,,,,February2023cohort,,,,,,,,,,,,,,
230213_3,230213_3,,230213_3,230213_3,,APOE22,male,Sedentary,Control,,7/20/2022,2/29/2024,19.63333333,20.0,1.636111111,6.933333333,,230213_3,A23021303,,,,,,,,,6 month control cohort,0.0,,,230213_3,,found dead no blood sample,February2023cohort,,,,,,,,,,,,,,
230213_4,230213_4,,230213_4,230213_4,,APOE22,male,Sedentary,Control,32.0,7/20/2022,2/29/2024,19.63333333,20.0,1.636111111,6.933333333,,230213_4_b,A23021304,,,,,,,,,6 month control cohort,0.0,,,230213_4,,,February2023cohort,,,,,,,,,,,,,,
230213_5,230213_5,,230213_5,230213_5,,APOE22,male,Sedentary,Control,29.0,7/20/2022,2/29/2024,19.63333333,20.0,1.636111111,6.933333333,,230213_5,A23021305,,,,,,,,,6 month control cohort,0.0,,,230213_5,,,February2023cohort,,,,,,,,,,,,,,
230213_6,230213_6,,230213_6,230213_6,,APOE44,male,Sedentary,Control,28.0,7/23/2022,2/29/2024,19.53333333,20.0,1.627777778,6.833333333,,230213_6,A23021306,,,,,,,,,6 month control cohort,0.0,,,230213_6,,Femur,February2023cohort,,,,,,,,,,,,,,
230213_7,230213_7,,230213_7,230213_7,,APOE44,male,Sedentary,Control,30.0,7/23/2022,3/1/2024,19.56666667,20.0,1.630555556,6.833333333,,230213_7,A23021307,,,,,,,,,6 month control cohort,0.0,,,230213_7,,Femur,February2023cohort,,,,,,,,,,,,,,
230213_8,230213_8,,230213_8,230213_8,,APOE44,male,Sedentary,Control,27.0,7/23/2022,3/1/2024,19.56666667,20.0,1.630555556,6.833333333,,230213_8,A23021308,,,,,,,,,6 month control cohort,0.0,,,230213_8,,,February2023cohort,,,,,,,,,,,,,,
230213_9,230213_29,,230213_9,230213_9,230213_29,APOE33HN,male,Sedentary,Control,35.0,8/14/2022,3/23/2023,7.633333333,8.0,0.6305555556,6.1,,230213_9_APOE,A23021329,,,,,,,,,6 month cohort/In vivo image on 3.22.23,0.0,,,,,,February2023cohort,,,,,,,,,,,,,,
230313_1,230313_1,,230313_1,230313_1,,APOE22,male,Exercise,Control,30.0,9/2/2022,2/14/2024,17.66666667,18.0,1.472222222,6.4,,230313_1,A23031301,,,,,,,,,6 month control cohort,0.0,,,240212_1,,,March2023cohort,,,,,,,,,,,,,,
230313_10,230313_22,,230313_10,230313_10,230313-22,KO,female,Sedentary,Control,25.0,10/21/2021,4/20/2023,18.23333333,18.0,1.5,16.93333333,,230313_10_apoe,A23031322,,,,,,,,,,1.0,,,,,,March2023cohort,,,,,,,,,,,,,,
230313_11,230313_23,,230313_11,230313_11,230313-23,KO,female,Sedentary,Control,27.0,10/21/2021,4/20/2023,18.23333333,18.0,1.5,16.93333333,,230313_11_apoe,A23031323,,,,,,,,,,1.0,,,,,,March2023cohort,,,,,,,,,,,,,,
230313_12,230313_24,,230313_12,230313_12,230313-24,KO,female,Sedentary,Control,24.0,10/21/2021,4/20/2023,18.23333333,18.0,1.5,16.93333333,,230313_12_apoe,A23031324,,,,,,,,,,1.0,,,,,,March2023cohort,,,,,,,,,,,,,,
230313_13,230313_25,,230313_13,230313_13,230313-25,KO,male,Sedentary,Control,32.0,9/28/2021,4/19/2023,19.0,19.0,1.563888889,17.7,,230313_13_apoe,A23031325,,,,,,,,,,1.0,,,,,,March2023cohort,,,,,,,,,,,,,,
230313_14,230313_26,,230313_14,230313_14,230313-26,KO,male,Sedentary,Control,32.0,9/28/2021,4/19/2023,19.0,19.0,1.563888889,17.7,,230313_14_apoe,A23031326,,,,,,,,,,1.0,,,,,,March2023cohort,,,,,,,,,,,,,,
230313_15,230313_27,,230313_15,230313_15,230313-27,KO,male,Sedentary,Control,33.0,9/28/2021,4/19/2023,19.0,19.0,1.563888889,17.7,,230313_15_apoe,A23031327,,,,,,,,,,1.0,,,,,,March2023cohort,,,,,,,,,,,,,,
230313_16,230313_28,,230313_16,230313_16,230313-28,APOE22,female,Sedentary,HFD,45.0,10/1/2021,4/19/2023,18.9,19.0,1.555555556,17.6,,230313_16_apoe,A23031328,,,,,,,,,,1.0,,,221130_5,,,March2023cohort,,,,,,,,,,,,,,
230313_17,230313_29,,230313_17,230313_17,230313-29,APOE22,female,Sedentary,HFD,32.0,10/1/2021,4/19/2023,18.9,19.0,1.555555556,17.6,,230313_17_apoe,A23031329,,,,,,,,,,1.0,,,221130_6,,,March2023cohort,,,,,,,,,,,,,,
230313_18,230313_30,,230313_18,230313_18,230313-30,APOE22,female,Sedentary,HFD,27.0,10/1/2021,4/19/2023,18.9,19.0,1.555555556,17.6,,230313_18_apoe,A23031330,,,,,,,,,,1.0,,,221130_7,,,March2023cohort,,,,,,,,,,,,,,
230313_2,230313_2,,230313_2,230313_2,,APOE22,male,Exercise,Control,31.0,9/2/2022,2/14/2024,17.66666667,18.0,1.472222222,6.4,,230313_2_apoe_b,A23031302,,,,,,,,,6 month control cohort,0.0,,,240212_2,,,March2023cohort,,,,,,,,,,,,,,
230313_3,230313_3,,230313_3,230313_3,,APOE22,male,Exercise,Control,29.0,9/2/2022,2/14/2024,17.66666667,18.0,1.472222222,6.4,,230313_3,A23031303,,,,,,,,,6 month control cohort,0.0,,,240212_3,,,March2023cohort,,,,,,,,,,,,,,
230313_4,230313_4,,230313_4,230313_4,,APOE22,female,Exercise,Control,19.0,9/2/2022,2/14/2024,17.66666667,18.0,1.472222222,6.4,,230313_4,A23031304,,,,,,,,,6 month control cohort,0.0,,,240212_4,,Femur ,March2023cohort,,,,,,,,,,,,,,
230313_5,230313_5,,230313_5,230313_5,,APOE22,female,Exercise,Control,24.0,9/2/2022,2/14/2024,17.66666667,18.0,1.472222222,6.4,,230313_5,A23031305,,,,,,,,,6 month control cohort,0.0,,,240212_5,,,March2023cohort,,,,,,,,,,,,,,
230313_6,230313_6,,230313_6,230313_6,,APOE22,female,Exercise,Control,22.0,9/2/2022,2/14/2024,17.66666667,18.0,1.472222222,6.4,,230313_6,A23031306,,,,,,,,,6 month control cohort,0.0,,,240212_6,,,March2023cohort,,,,,,,,,,,,,,
230313_7,230313_7,,230313_7,230313_7,,APOE22,female,Exercise,Control,24.0,9/2/2022,2/20/2024,17.86666667,18.0,1.488888889,6.4,,230313_7,A23031307,,,,,,,,,6 month control cohort,0.0,,,240212_9,,,March2023cohort,,,,,,,,,,,,,,
230313_8,230313_8,,230313_8,230313_8,,APOE22,female,Exercise,Control,24.0,9/2/2022,2/20/2024,17.86666667,18.0,1.488888889,6.4,,230313_8,A23031308,,,,,,,,,6 month control cohort,0.0,,,240212_10,,,March2023cohort,,,,,,,,,,,,,,
230313_9,230313_9,,230313_9,230313_9,,APOE22,female,Exercise,Control,23.0,9/2/2022,2/13/2024,17.63333333,18.0,1.469444444,6.4,,,,,,,,,,,,6 month control cohort,0.0,,,240212_11,Died before In vivo scanning,Femur ,March2023cohort,,,,,,,,,,,,,,
230410_1,230410_1,,230410_1,230410_1,230410-1,APOE22,male,Sedentary,HFD,36.0,10/1/2021,5/17/2023,19.76666667,20.0,1.666666667,18.53333333,,230410_1,A23041001,,,,,,,,,,1.0,,,221108_1,,,April2023cohort,,,,,,,,,,,,,,
230410_10,230410_10,,230410_10,230410_10,230410-10,APOE33HN,male,Sedentary,HFD,,8/1/2021,5/23/2023,22.0,22.0,1.833333333,20.56666667,,230410_10,A23041010,,,,,,,,,Died during In vivo scanning,1.0,,,,,,April2023cohort,,,,,,,,,,,,,,
230410_11,230410_11,,230410_11,230410_11,230410-11,APOE33HN,male,Sedentary,HFD,,8/1/2021,5/23/2023,22.0,22.0,1.833333333,20.56666667,,230410_11_apoe_18abb11,A23041011,,,,,,,,,Died during In vivo scanning,1.0,,,,,,April2023cohort,,,,,,,,,,,,,,
230410_12,230410_12,,230410_12,230410_12,230410-12,APOE33HN,male,Sedentary,HFD,43.0,8/1/2021,5/23/2023,22.0,22.0,1.833333333,20.56666667,,230410_12,A23041012,,,,,,,,,Died just before perfusion,1.0,,,,,,April2023cohort,,,,,,,,,,,,,,
230410_13,230410_13,,230410_13,230410_13,230410-13,APOE33HN,male,Sedentary,HFD,40.0,8/1/2021,5/23/2023,22.0,22.0,1.833333333,20.56666667,,230410_13,A23041013,,,,,,,,,,1.0,,,,,,April2023cohort,,,,,,,,,,,,,,
230410_14,230410_14,,230410_14,230410_14,230410-14,APOE33HN,female,Sedentary,HFD,,9/20/2021,,22.0,22.0,1.833333333,18.9,,Died after Behavioral experiment,,,,,,,,,,Died after Behavioral experiment,1.0,,,,,,April2023cohort,,,,,,,,,,,,,,
230410_15,230410_15,,230410_15,230410_15,230410-15,KO,female,Sedentary,Control,,10/19/2021,5/23/2023,19.36666667,19.0,1.613888889,17.93333333,,230410_15,A23041015,,,,,,,,,Died during In vivo scanning,1.0,,,,,,April2023cohort,,,,,,,,,,,,,,
230410_16,230410_16,,230410_16,230410_16,230410-16,KO,female,Sedentary,Control,,10/19/2021,,19.36666667,,,17.93333333,,Died after Survival Surgery,,,,,,,,,,Died after Survival Surgery,1.0,,,,,,April2023cohort,,,,,,,,,,,,,,
230410_17,230410_17,,230410_17,230410_17,230410-17,KO,female,Sedentary,Control,28.0,10/19/2021,5/23/2023,19.36666667,19.0,1.583333333,17.93333333,,230410_17,A23041017,,,,,,,,,,1.0,,,,,,April2023cohort,,,,,,,,,,,,,,
230410_18,230410_18,,230410_18,230410_18,230410-18,KO,female,Sedentary,Control,28.0,10/19/2021,5/23/2023,19.36666667,19.0,1.583333333,17.93333333,,230418_1_apoe,A23041018,,,,,,,,,,1.0,,,,,,April2023cohort,,,,,,,,,,,,,,
230410_19,230410_19,,230410_19,230410_19,230410-19,KO,male,Sedentary,Control,33.0,10/19/2021,5/23/2023,19.36666667,19.0,1.583333333,17.93333333,,230410_19,A23041019,,,,,,,,,,1.0,,,,,,April2023cohort,,,,,,,,,,,,,,
230410_2,230410_2,,230410_2,230410_2,230410-2,APOE33,male,Sedentary,HFD,42.0,10/12/2021,5/17/2023,19.4,19.0,1.583333333,18.16666667,,230410_2,A23041002,,,,,,,,,,1.0,,,221130_8,,,April2023cohort,,,,,,,,,,,,,,
230410_20,230410_20,,230410_20,230410_20,230410-20,KO,male,Sedentary,Control,33.0,10/19/2021,5/23/2023,19.36666667,19.0,1.583333333,17.93333333,,230410_20,A23041020,,,,,,,,,,1.0,,,,,,April2023cohort,,,,,,,,,,,,,,
230410_3,230410_3,,230410_3,230410_3,230410-3,APOE33,female,Sedentary,HFD,41.0,10/12/2021,5/17/2023,19.4,19.0,1.583333333,18.16666667,,230410_3_apoe_18abb11_apoe_b,A23041003,,,,,,,,,,1.0,,,,,,April2023cohort,,,,,,,,,,,,,,
230410_4,230410_4,,230410_4,230410_4,230410-4,APOE33,female,Sedentary,HFD,28.0,10/12/2021,5/17/2023,19.4,19.0,1.583333333,18.16666667,,230410_4,A23041004,,,,,,,,,,1.0,,,,,,April2023cohort,,,,,,,,,,,,,,
230410_5,230410_5,,230410_5,230410_5,230410-5,APOE33,female,Sedentary,HFD,43.0,11/15/2021,5/17/2023,18.26666667,18.0,1.5,17.03333333,,230410_5,A23041005,,,,,,,,,,1.0,,,,,,April2023cohort,,,,,,,,,,,,,,
230410_6,230410_6,,230410_6,230410_6,230410-6,APOE33,female,Sedentary,HFD,30.0,11/15/2021,5/17/2023,18.26666667,18.0,1.5,17.03333333,,230410_6,A23041006,,,,,,,,,,1.0,,,,,,April2023cohort,,,,,,,,,,,,,,
230410_7,230410_7,,230410_7,230410_7,230410-7,APOE33,female,Sedentary,HFD,39.0,11/15/2021,5/17/2023,18.26666667,18.0,1.5,17.03333333,,230410_7apoe,A23041007,,,,,,,,,,1.0,,,,,,April2023cohort,,,,,,,,,,,,,,
230410_8,230410_8,,230410_8,230410_8,230410-8,APOE22HN,male,Sedentary,HFD,34.0,8/15/2021,5/17/2023,21.33333333,21.0,1.75,20.1,,230410_8_apoe2,A23041008,,,,,,,,,,1.0,,,220805_5,,,April2023cohort,,,,,,,,,,,,,,
230410_9,230410_9,,230410_9,230410_9,230410-9,APOE22HN,female,Sedentary,HFD,52.0,10/3/2021,5/17/2023,19.7,20.0,1.666666667,18.46666667,,230410_9,A23041009,,,,,,,,,,1.0,,,,,,April2023cohort,,,,,,,,,,,,,,
230508_1,230508_1,,230508_1,230508_1,230508_1,KO,female,Sedentary,HFD,30.0,3/8/2022,6/15/2023,15.46666667,15.0,1.288888889,14.2,,230508_1,A23050801,,,,,,,,,,1.0,,,,,,May2023cohort,,,,,,,,,,,,,,
230508_10,230508_10,,230508_10,230508_10,230508_10,KO,male,Sedentary,HFD,32.0,11/16/2021,6/14/2023,19.16666667,19.0,1.597222222,17.93333333,,230508_10,A23050810,,,,,,,,,,1.0,,,,,,May2023cohort,,,,,,,,,,,,,,
230508_11,230508_11,,230508_11,230508_11,230508_11,KO,female,Sedentary,HFD,27.0,11/16/2021,6/22/2023,19.43333333,19.0,1.619444444,17.93333333,,230508_11,A23050811,,,,,,,,,,1.0,,,,,,May2023cohort,,,,,,,,,,,,,,
230508_12,230508_12,,230508_12,230508_12,230508_12,KO,female,Sedentary,HFD,,10/30/2021,,19.43333333,,,18.5,,Died,A23050812,,,,,,,,,Died after Behavioral experiment,1.0,,,,,,May2023cohort,,,,,,,,,,,,,,
230508_13,230508_13,,230508_13,230508_13,230508_13,KO,female,Sedentary,HFD,34.0,11/16/2021,6/22/2023,19.43333333,19.0,1.619444444,17.93333333,,230508_13,A23050813,,,,,,,,,,1.0,,,,,,May2023cohort,,,,,,,,,,,,,,
230508_14,230508_14,,230508_14,230508_14,230508_14,KO,female,Sedentary,HFD,29.0,11/16/2021,6/22/2023,19.43333333,19.0,1.619444444,17.93333333,,230508_14_apoe,A23050814,,,,,,,,,,1.0,,,,,,May2023cohort,,,,,,,,,,,,,,
230508_15,230508_15,,230508_15,230508_15,230508_15,KO,female,Sedentary,HFD,27.0,11/27/2021,6/21/2023,19.03333333,19.0,1.586111111,17.56666667,,230508_15,A23050815,,,,,,,,,,1.0,,,,,,May2023cohort,,,,,,,,,,,,,,
230508_16,230508_16,,230508_16,230508_16,230508_16,KO,male,Sedentary,HFD,30.0,11/27/2021,6/21/2023,19.03333333,19.0,1.586111111,17.56666667,,230508_16,A23050816,,,,,,,,,,1.0,,,,,,May2023cohort,,,,,,,,,,,,,,
230508_17,230508_17,,230508_17,230508_17,230508_17,APOE44HN,male,Sedentary,Control,31.0,11/26/2021,6/21/2023,19.06666667,19.0,1.588888889,17.6,,230508_17,A23050817,,,,,,,,,,1.0,,,,,,May2023cohort,,,,,,,,,,,,,,
230508_18,230508_18,,230508_18,230508_18,230508_18,APOE44HN,male,Sedentary,Control,28.0,11/26/2021,6/21/2023,19.06666667,19.0,1.588888889,17.6,,230508_18,A23050818,,,,,,,,,,1.0,,,,,,May2023cohort,,,,,,,,,,,,,,
230508_19,230508_19,,230508_19,230508_19,230508_19,APOE44HN,male,Sedentary,Control,30.0,12/21/2021,6/21/2023,18.23333333,18.0,1.519444444,16.76666667,,230508_19,A23050819,,,,,,,,,,1.0,,,,,,May2023cohort,,,,,,,,,,,,,,
230508_2,230508_2,,230508_2,230508_2,230508_2,KO,female,Sedentary,HFD,30.0,3/8/2022,6/15/2023,15.46666667,15.0,1.288888889,14.2,,230508_2,A23050802,,,,,,,,,,1.0,,,,,,May2023cohort,,,,,,,,,,,,,,
230508_3,230508_3,,230508_3,230508_3,230508_3,KO,female,Sedentary,HFD,28.0,3/8/2022,6/15/2023,15.46666667,15.0,1.288888889,14.2,,230508_3,A23050803,,,,,,,,,,1.0,,,,,,May2023cohort,,,,,,,,,,,,,,
